# omega_d;r_re_0;r_im_0;r_re_1;r_im_1;last_population_1_0;last_population_1_1;last_population_2_0;last_population_2_1;last_res_population_0;last_res_population_1
5001.5;0.7980848504995125;0.60259288623772544;0.041643487110584188;0.98317562462910191;0.0048181050040011185;0.96078845953026837;0;0;1.6136208018803915;7.6781058472068331
5001.5050000000001;0.79685447734940851;0.60421980617422733;0.032040518259053852;0.98326975706894981;0.0048473734618126492;0.96088817283876882;0;0;1.6234561247768351;7.755014532085478
5001.5100000000002;0.79561297464879799;0.60585399503711268;0.022341703720719086;0.98326717726326995;0.0048768988822004578;0.96098886654578131;0;0;1.6333780588039948;7.8326864481819127
5001.5150000000003;0.7943602343115872;0.60749546073677729;0.012547158319613949;0.98316499102528776;0.0049066837217785052;0.96109053942336797;0;0;1.64338743595111;7.9111207352244035
5001.5200000000004;0.79309614930182137;0.60914421270988717;0.0026570567223859198;0.98296025468891524;0.0049367304805693615;0.96119318967352108;0;0;1.6534851029197655;7.9903160931441555
5001.5249999999996;0.79182061344138299;0.61080026218399519;-0.0073283643513928354;0.98264997518206143;0.0049670417072337396;0.96129681490423513;0;0;1.6636719228846852;8.0702707637021458
5001.5299999999997;0.79053352118852893;0.61246362242600405;-0.017408803836437503;0.98223111011608699;0.0049976200043100518;0.96140141210453312;0;0;1.6739487772583095;8.1509825110990946
5001.5349999999999;0.78923476739262832;0.6141343089671647;-0.02758389391101046;0.98170056789918103;0.0050284680333334553;0.96150697761780801;0;0;1.6843165674153;8.2324486012917895
5001.54;0.78792424702244745;0.61581233980821459;-0.037853197496966029;0.98105520788089529;0.0050595885199004069;0.96161350711390625;0;0;1.6947762163991555;8.3146657802562167
5001.5450000000001;0.78660185487378709;0.61749773559751797;-0.048216205636226306;0.98029184053796703;0.0050909842585492851;0.96172099555962931;0;0;1.705328670567446;8.3976302509363752
5001.5500000000002;0.78526748525769041;0.61919051978197603;-0.058672334748053556;0.97940722771172339;0.0051226581174449127;0.96182943718777503;0;0;1.7159749011715633;8.4813376489297951
5001.5550000000003;0.78392103167214422;0.62089071872870805;-0.069220923758879449;0.9783980829084683;0.0051546130428210312;0.96193882546436038;0;0;1.7267159058555477;8.5657830168641098
5001.5600000000004;0.78256238646027521;0.62259836181557804;-0.079861231100373686;0.97726107167596477;0.0051868520631370724;0.96204915305452743;0;0;1.7375527100592922;8.6509607774513988
5001.5649999999996;0.78119144045841338;0.62431348148910881;-0.090592431568935705;0.97599281206956401;0.0052193782929052506;0.96216041178663159;0;0;1.7484863683113478;8.7368647051911026
5001.5699999999997;0.77980808263571011;0.62603611329074205;-0.10141361305566043;0.9745898752215103;0.0052521949361889839;0.96227259261498355;0;0;1.7595179654116357;8.8234878968207653
5001.5749999999998;0.77841219973239095;0.62776629584605281;-0.11232377311511899;0.97304878603205069;0.0052853052896506634;0.96238568558057591;0;0;1.7706486174630425;8.9108227402899942
5001.5799999999999;0.77700367589513397;0.6295040708227253;-0.12332181541187426;0.97136602399473437;0.005318712745236813;0.96249967977075745;0;0;1.7818794727814853;8.9988608826005301
5001.585;0.77558239231659198;0.63124948285283389;-0.13440654601558544;0.96953802417555068;0.0053524207923889245;0.96261456327703088;0;0;1.7932117126468425;9.0875931963110119
5001.5900000000001;0.77414822688103468;0.63300257942157845;-0.14557666955912341;0.96756117836294864;0.005386433019793975;0.96273032315164953;0;0;1.8046465518994443;9.1770097448559333
5001.5950000000003;0.77270105381976739;0.63476341072283482;-0.15683078526119232;0.96543183640649888;0.0054207531166518292;0.96284694536279591;0;0;1.8161852393744189;9.2670997467252576
5001.6000000000004;0.77124074337951432;0.63653202948270204;-0.16816738281892829;0.96314630776291821;0.0054553848734489666;0.96296441474841676;0;0;1.8278290581703092;9.3578515385836987
5001.6049999999996;0.76976716150732072;0.6383084907518719;-0.17958483817567128;0.96070086326857518;0.0054903321822232952;0.96308271496907993;0;0;1.8395793257468005;9.4492525374070091
5001.6099999999997;0.76828016955323719;0.64009285167096641;-0.19108140918525729;0.95809173715441664;0.00552559903636191;0.96320182845983249;0;0;1.8514373938655919;9.5412892018415079
5001.6149999999998;0.76677962399782673;0.64188517120529076;-0.20265523115218276;0.95531512932865748;0.0055611895298321567;0.96332173638095586;0;0;1.8634046483408708;9.6339469926573962
5001.6199999999999;0.76526537620163471;0.64368550985846729;-0.21430431230221414;0.95236720793688767;0.0055971078559892955;0.96344241856837276;0;0;1.8754825086475277;9.7272103327667061
5001.625;0.76373727218313026;0.64549392936217898;-0.2260265291664143;0.9492441122240054;0.0056333583058738677;0.96356385348337414;0;0;1.887672427357852;9.8210625667040574
5001.6300000000001;0.76219515242558011;0.64731049234702831;-0.23781962190765582;0.9459419557128883;0.0056699452660591808;0.96368601816211052;0;0;1.8999758894269867;9.9154859198348539
5001.6350000000002;0.76063885171499179;0.64913526199722171;-0.24968118960565455;0.9424568297167899;0.0057068732160652112;0.96380888816498533;0;0;1.9123944113325659;10.01046145745088
5001.6400000000003;0.75906819901070022;0.65096830169197895;-0.2616086855208164;0.9387848072012156;0.0057441467253664443;0.96393243752623214;0;0;1.9249295400777759;10.105969043943889
5001.6450000000004;0.75748301734976242;0.65280967463745765;-0.27359941235859231;0.93492194700986031;0.0057817704500290204;0.9640566387039049;0;0;1.9375828520696627;10.201987302259568
5001.6499999999996;0.75588312378625533;0.65465944349210903;-0.28565051755622539;0.93086429846872809;0.0058197491290073768;0.96418146253056558;0;0;1.9503559518828268;10.298493573829845
5001.6549999999997;0.7542683293644159;0.65651766999098171;-0.29775898862992678;0.92660790637565205;0.005858087580181511;0.96430687816489458;0;0;1.963250470935743;10.395463879311828
5001.6599999999999;0.75263843912993023;0.65838441456770025;-0.30992164857711724;0.92214881639683421;0.0058967906960789062;0.96443285304449722;0;0;1.9762680660608538;10.49287288010912
5001.665;0.75099325217343882;0.66025973598447063;-0.32213515140593296;0.9174830808639941;0.0059358634394667022;0.96455935284046324;0;0;1.9894104180308212;10.590693841269708
5001.6700000000001;0.74933256171003981;0.66214369096842918;-0.33439597778867425;0.9126067649894658;0.0059753108387607615;0.96468634141350729;0;0;2.0026792300229781;10.688898595747904
5001.6750000000002;0.74765615519193296;0.66403633386036476;-0.34670043088412927;0.90751595349954151;0.0060151379833502114;0.96481378077252511;0;0;2.0160762260551062;10.787457510399246
5001.6800000000003;0.7459638144534696;0.66593771627825959;-0.35904463235840778;0.90220675768880587;0.0060553500188794771;0.96494163103555897;0;0;2.0296031494066611;10.886339453953223
5001.6850000000004;0.74425531588652771;0.66784788679971785;-0.37142451863762971;0.89667532289520357;0.0060959521425534889;0.96506985039353388;0;0;2.0432617610475172;10.985511767233078
5001.6899999999996;0.742530430644884;0.66976689066538375;-0.38383583742439997;0.89091783639439015;0.0061369495985079221;0.96519839507732341;0;0;2.0570538380883274;11.084940235879145
5001.6949999999997;0.74078892487320269;0.67169476950874385;-0.39627414452597876;0.88493053570150015;0.006178347673351391;0.96532721932828347;0;0;2.0709811722884415;11.184589065955031
5001.6999999999998;0.73903055996269174;0.67363156110975053;-0.4087348009953824;0.87870971728820246;0.0062201516918248649;0.96545627537244472;0;0;2.0850455686029807;11.284420862439362
5001.7049999999999;0.73725509282432122;0.67557729918152964;-0.42121297066596841;0.87225174568351904;0.0062623670127831682;0.96558551339922039;0;0;2.0992488438380117;11.384396611238135
5001.71;0.73546227618120863;0.67753201318710643;-0.43370361808034419;0.86555306296006385;0.0063049990254406005;0.96571488154433038;0;0;2.1135928253943135;11.484475664709873
5001.7150000000001;0.73365185887476247;0.67949572819022586;-0.44620150686261084;0.85861019858336118;0.006348053145981955;0.96584432587774605;0;0;2.1280793501338517;11.58461573107925
5001.7200000000003;0.73182358618154719;0.68146846474103873;-0.45870119856582003;0.85141977960574;0.0063915348145770932;0.96597379039677356;0;0;2.142710263381812;11.684772867974303
5001.7250000000004;0.72997720013700518;0.68345023879818645;-0.47119705202811346;0.84397854118240079;0.0064354494928509833;0.96610321702440549;0;0;2.1574874180817036;11.784901480332371
5001.7299999999996;0.72811243986279717;0.68544106168705354;-0.48368322326890922;0.83628333738620741;0.0064798026618384866;0.96623254561372507;0;0;2.172412674113418;11.884954322899301
5001.7349999999997;0.72622904189146575;0.68744094009761814;-0.49615366596920896;0.82833115228427778;0.0065245998205206547;0.96636171395818216;0;0;2.1874878978068493;11.984882507648182
5001.7399999999998;0.72432674049006851;0.68944987611530373;-0.50860213253288267;0.82011911126680348;0.0065698464848455915;0.96649065780799759;0;0;2.2027149616185073;12.084635516059802
5001.7449999999999;0.7224052679716787;0.69146786729259024;-0.52102217580268806;0.81164449256653992;0.006615548187433774;0.96661931089347075;0;0;2.2180957440384459;12.184161216825183
5001.75;0.72046435499624761;0.6934949067544669;-0.5334071514230978;0.80290473895328629;0.0066617104778652209;0.96674760495472734;0;0;2.233632129693031;12.283405888870682
5001.7550000000001;0.71850373085483299;0.69553098333904051;-0.54575022088833225;0.79389746955643059;0.0067083389236192101;0.96687546977852623;0;0;2.2493260096674188;12.382314249978807
5001.7600000000002;0.71652312373402705;0.69757608177109143;-0.5580443552953045;0.78462049177564119;0.0067554391116686138;0.96700283324226066;0;0;2.2651792820484999;12.48082949112518
5001.7650000000003;0.71452226095696214;0.69963018286663226;-0.57028233982066134;0.77507181323607055;0.0068030166507359949;0.96712962136510761;0;0;2.2811938526907864;12.578893316648037
5001.7700000000004;0.71250086919770572;0.70169326376624652;-0.58245677893862524;0.7652496537425274;0.0068510771742120707;0.96725575836659372;0;0;2.2973716362055385;12.676445990346222
5001.7749999999996;0.7104586746663063;0.70376529819389311;-0.59456010239148394;0.75515245718706303;0.0068996263437200375;0.9673811667328065;0;0;2.3137145571676303;12.77342638756237
5001.7799999999997;0.70839540325944406;0.70584625674080936;-0.60658457193529758;0.744778903349261;0.0069486698533678514;0.96750576728986282;0;0;2.3302245515544198;12.86977205339446
