# g;omega_d;r_re_0;r_im_0;r_re_1;r_im_1;last_population_1_0;last_population_1_1;last_population_2_0;last_population_2_1;last_res_population_0;last_res_population_1
54.200000000000003;5002.4443147734155;-0.02874470584659794;0.99964579712842416;-0.034511562576518218;-0.91324797652347567;6.002714727053006e-05;0.95175773107652251;0;0;0.020551987699500843;0.023454334069779533
54.300000000000004;5002.4533199875614;-0.025068364075700789;0.99974508781800397;-0.030891810871547687;-0.91301631459997024;6.0044633980265952e-05;0.95158549698423101;0;0;0.020478462952787584;0.023391645714098998
54.400000000000006;5002.4623417944722;-0.021398188750421765;0.999830643892056;-0.027278169803650609;-0.91277179800839203;6.0067497116723219e-05;0.95141297724326257;0;0;0.020405059120264041;0.023329095638264484
54.5;5002.4713802683018;-0.017734427301329347;0.99990262777293981;-0.023670546198323095;-0.91251463342718486;6.0092903425095489e-05;0.95124017245151338;0;0;0.020331783622090843;0.023266682212940187
54.600000000000001;5002.4804354931966;-0.014077379662924328;0.99996119120509541;-0.020068785773225128;-0.91224500780750262;6.0117463287846943e-05;0.95106708440724874;0;0;0.020258644782635758;0.023204402262003418
54.700000000000003;5002.4895075195336;-0.010427301667547129;1.0000064636846697;-0.016472763346926378;-0.91196307164790635;6.01377527552094e-05;0.95089371586406624;0;0;0.020185649524124088;0.023142252943311615
54.800000000000004;5002.4985967639295;-0.0067852021510002025;1.0000385364896565;-0.012881658676177077;-0.91166894391811792;6.0150904176037412e-05;0.95072007015974069;0;0;0.020112818985695335;0.023080217287362891
54.900000000000006;5002.5077020627768;-0.0031488976237448174;1.0000574852994428;-0.0092975559745347436;-0.9113626386178908;6.0154842476831896e-05;0.95054615089876715;0;0;0.020040109546879532;0.023018336553100573
55;5002.5168245690929;0.00047913160061552329;1.0000633171555369;-0.005718286073725487;-0.91104420507462691;6.0149080009031494e-05;0.95037196136526325;0;0;0.019967569720151557;0.022956566546750844
55.100000000000001;5002.5055345520614;0.044080403861784911;0.99909063586533176;-0.040135572390631813;-0.90964172904845375;5.7736591489128365e-05;0.9501984607442916;0;0;0.019096494991835838;0.023657722213311739
55.200000000000003;5002.4879825253547;0.09710404442741194;0.99532011232131368;-0.088349776066571684;-0.90564680963560151;5.4736712132381533e-05;0.95002504742776905;0;0;0.018036887365500576;0.024635489349136373
55.300000000000004;5002.4807431317358;0.12931159612938425;0.99163244224000957;-0.11760068600382545;-0.90182928315202515;5.2974193968080988e-05;0.94985088799583683;0;0;0.017393093525103341;0.025232501085875911
55.400000000000006;5002.4769087686436;0.15458899801445114;0.98799094149946198;-0.14052492339858169;-0.89808920603997666;5.1618265315564399e-05;0.94967630064584774;0;0;0.016887763136956072;0.025702520622379387
55.5;5002.4749619214745;0.17600159345508692;0.9843871861553537;-0.15991283401229706;-0.8944045394454615;5.0485837495803748e-05;0.94950135591398444;0;0;0.016459672402144444;0.026101577343609877
55.600000000000001;5002.4742918162765;0.19480205210598267;0.98082694781796109;-0.17688318121093705;-0.89077918854211657;4.9502510926072041e-05;0.94932608228721094;0;0;0.016083802257642364;0.026452134955055259
55.700000000000003;5002.4744315611142;0.21188387547016951;0.97726806510450326;-0.19233991219015056;-0.88715269314893697;4.861531036300245e-05;0.94915050311726679;0;0;0.015742302456897415;0.026772335875750407
55.800000000000004;5002.4753858090671;0.22734192210055781;0.97377905994429814;-0.20620902041143352;-0.88362099399599847;4.7819860287528786e-05;0.94897461666241034;0;0;0.015433281595101409;0.027060702309787483
55.900000000000006;5002.476703267921;0.24193416697389858;0.9702492444001658;-0.21943636509033415;-0.88002142244977577;4.7071257054031019e-05;0.94879844763315746;0;0;0.015141591592044052;0.027336208657393012
56;5002.4785935548707;0.25539983988379589;0.96678646595884354;-0.23152912024608741;-0.87651338175358418;4.6386970500544721e-05;0.94862198350688343;0;0;0.014872444078210773;0.027588972880862723
56.100000000000001;5002.4808174829832;0.26813466872856007;0.96332838252128994;-0.24299392143861409;-0.87300239098115828;4.5744197042015829e-05;0.94844523761184307;0;0;0.014617929201443806;0.027829157451581175
56.200000000000003;5002.483392800671;0.28014724523979551;0.95990153398320022;-0.25377283851502419;-0.86952992516745398;4.5143827179866586e-05;0.94826820860828487;0;0;0.014377873203068428;0.028055601045567258
