# omega_2;min_population;time_for_min_population;min_fidelity;time_for_min_fidelity;max_fidelity;time_for_max_fidelity;last_fidelity
3998.6999999999998;0.99614824929025336;10;0.99911871547430775;10;1;0.0001;0.99911871547430775
3998.7333333333331;0.99614431710694729;10;0.99911476864019066;10;1;0.0001;0.99911476864019066
3998.7666666666669;0.99614030946192245;10;0.99911074612093498;10;1;0.0001;0.99911074612093498
3998.8000000000002;0.99613622643826716;10;0.99910664799990689;10;1;0.0001;0.99910664799990689
3998.8333333333335;0.99613206812061417;10;0.9991024743620216;10;1;0.0001;0.9991024743620216
3998.8666666666668;0.99612783459509113;10;0.99909822529369374;10;1;0.0001;0.99909822529369374
3998.9000000000001;0.99612352594931952;10;0.99909390088283623;10;1;0.0001;0.99909390088283623
3998.9333333333334;0.99611914227246678;10;0.99908950121891227;10;1;0.0001;0.99908950121891227
3998.9666666666667;0.99611468365509204;10;0.99908502639278074;10;1;0.0001;0.99908502639278074
3999;0.9961101501893499;10;0.99908047649690113;10;1;0.0001;0.99908047649690113
3999.0333333333333;0.99610554196880796;10;0.99907585162514967;10;1;0.0001;0.99907585162514967
3999.0666666666666;0.99610085908856261;10;0.99907115187293605;10;1;0.0001;0.99907115187293605
3999.0999999999999;0.99609610164515627;10;0.99906637733712012;10;1;0.0001;0.99906637733712012
3999.1333333333332;0.99609126973662221;10;0.9990615281160572;10;1;0.0001;0.9990615281160572
3999.1666666666665;0.99608636346238;10;0.99905660430949272;10;1;0.0001;0.99905660430949272
3999.1999999999998;0.99608138292343684;10;0.99905160601876453;10;1;0.0001;0.99905160601876453
3999.2333333333331;0.99607632822214687;10;0.99904653334656157;10;1;0.0001;0.99904653334656157
3999.2666666666669;0.99607119946239064;10;0.99904138639710316;10;1;0.0001;0.99904138639710316
3999.3000000000002;0.99606599674945095;10;0.99903616527601535;10;1;0.0001;0.99903616527601535
3999.3333333333335;0.99606072018998237;10;0.99903087009029989;10;1;0.0001;0.99903087009029989
3999.3666666666668;0.9960553698922463;10;0.99902550094857001;10;1;0.0001;0.99902550094857001
3999.4000000000001;0.99604994596573004;10;0.99902005796066873;10;1;0.0001;0.99902005796066873
3999.4333333333334;0.99604444852153351;10;0.99901454123805622;10;1;0.0001;0.99901454123805622
3999.4666666666667;0.99603887767202914;10;0.99900895089346853;10;1;0.0001;0.99900895089346853
3999.5;0.99603323353105244;10;0.99900328704110952;10;1;0.0001;0.99900328704110952
3999.5333333333333;0.99602751621386443;10;0.9989975497966127;10;1;0.0001;0.9989975497966127
3999.5666666666666;0.99602172583707738;10;0.99899173927696672;10;1;0.0001;0.99899173927696672
3999.5999999999999;0.99601586251874552;10;0.99898585560060615;10;1;0.0001;0.99898585560060615
3999.6333333333332;0.99600992637827601;10;0.99897989888732308;10;1;0.0001;0.99897989888732308
3999.6666666666665;0.99600391753650264;10;0.99897386925833964;10;1;0.0001;0.99897386925833964
3999.6999999999998;0.99599783611555182;10;0.99896776683617483;10;1;0.0001;0.99896776683617483
3999.7333333333331;0.99599168223899626;10;0.99896159174479793;10;1;0.0001;0.99896159174479793
3999.7666666666669;0.99598545603172028;10;0.99895534410949405;10;1;0.0001;0.99895534410949405
3999.8000000000002;0.99597915762002565;10;0.9989490240569695;10;1;0.0001;0.9989490240569695
3999.8333333333335;0.9959727871315126;10;0.99894263171523312;10;1;0.0001;0.99894263171523312
3999.8666666666668;0.99596634469515766;10;0.99893616721367351;10;1;0.0001;0.99893616721367351
3999.9000000000001;0.99595983044123537;10;0.9989296306829818;10;1;0.0001;0.9989296306829818
3999.9333333333334;0.99595324450137412;10;0.99892302225520657;10;1;0.0001;0.99892302225520657
3999.9666666666667;0.99594658700854666;10;0.99891634206374458;10;1;0.0001;0.99891634206374458
4000;0.99593985809699392;10;0.99890959024326476;10;1;0.0001;0.99890959024326476
4000.0333333333333;0.99593305790237163;10;0.99890276692985458;10;1;0.0001;0.99890276692985458
4000.0666666666666;0.9959261865614375;10;0.99889587226070697;10;1;0.0001;0.99889587226070697
4000.0999999999999;0.9959192442125151;10;0.99888890637458516;10;1;0.0001;0.99888890637458516
4000.1333333333332;0.99591223099502635;10;0.99888186941135404;10;1;0.0001;0.99888186941135404
4000.1666666666665;0.99590514704973698;10;0.99887476151222621;10;1;0.0001;0.99887476151222621
4000.1999999999998;0.99589799251866062;10;0.99886758281966581;10;1;0.0001;0.99886758281966581
4000.2333333333331;0.99589076754514505;10;0.9988603334774746;10;1;0.0001;0.9988603334774746
4000.2666666666669;0.99588347227376439;10;0.9988530136306849;10;1;0.0001;0.9988530136306849
4000.3000000000002;0.99587610685036276;10;0.99884562342560224;10;1;0.0001;0.99884562342560224
4000.3333333333335;0.99586867142192848;10;0.99883816300967987;10;1;0.0001;0.99883816300967987
4000.3666666666668;0.99586116613693099;10;0.99883063253185667;10;1;0.0001;0.99883063253185667
4000.4000000000001;0.99585359114481431;10;0.99882303214204826;10;1;0.0001;0.99882303214204826
4000.4333333333334;0.99584594659642589;10;0.99881536199157839;10;1;0.0001;0.99881536199157839
4000.4666666666667;0.99583823264373783;10;0.99880762223289854;10;1;0.0001;0.99880762223289854
4000.5;0.99583044943996579;10;0.99879981301970733;10;1;0.0001;0.99879981301970733
4000.5333333333333;0.99582259713959886;10;0.99879193450698056;10;1;0.0001;0.99879193450698056
4000.5666666666666;0.99581467589817596;10;0.99878398685074665;10;1;0.0001;0.99878398685074665
4000.5999999999999;0.99580668587257826;10;0.99877597020838038;10;1;0.0001;0.99877597020838038
4000.6333333333332;0.99579862722076384;10;0.99876788473833678;10;1;0.0001;0.99876788473833678
4000.6666666666665;0.99579050010194092;10;0.99875973060032397;10;1;0.0001;0.99875973060032397
4000.6999999999998;0.99578230467640771;10;0.99875150795514389;10;1;0.0001;0.99875150795514389
4000.7333333333331;0.99577404110566214;10;0.99874321696480117;10;1;0.0001;0.99874321696480117
4000.7666666666669;0.99576570955245136;10;0.99873485779255389;10;1;0.0001;0.99873485779255389
4000.8000000000002;0.99575731018050462;10;0.99872643060264443;10;1;0.0001;0.99872643060264443
4000.8333333333335;0.99574884315475709;10;0.99871793556052468;10;1;0.0001;0.99871793556052468
4000.8666666666668;0.99574030864126262;10;0.99870937283276873;10;1;0.0001;0.99870937283276873
4000.9000000000001;0.99573170680726741;10;0.99870074258714625;10;1;0.0001;0.99870074258714625
4000.9333333333334;0.9957230378210542;10;0.99869204499246667;10;1;0.0001;0.99869204499246667
4000.9666666666667;0.99571430185198329;10;0.99868328021861952;10;1;0.0001;0.99868328021861952
4001;0.99570549907060535;10;0.99867444843668873;10;1;0.0001;0.99867444843668873
4001.0333333333333;0.99569662964849914;10;0.99866554981878919;10;1;0.0001;0.99866554981878919
4001.0666666666666;0.9956876937583613;10;0.99865658453815664;10;1;0.0001;0.99865658453815664
4001.0999999999999;0.9956786915738991;10;0.99864755276904038;10;1;0.0001;0.99864755276904038
4001.1333333333332;0.99566962326996977;10;0.99863845468684309;10;1;0.0001;0.99863845468684309
4001.1666666666665;0.99566048902242865;10;0.99862929046796844;10;1;0.0001;0.99862929046796844
4001.1999999999998;0.99565128900818667;10;0.99862006028987871;10;1;0.0001;0.99862006028987871
4001.2333333333331;0.99564202340524011;10;0.99861076433112461;10;1;0.0001;0.99861076433112461
4001.2666666666669;0.99563269239256957;10;0.99860140277124421;10;1;0.0001;0.99860140277124421
4001.3000000000002;0.99562329615015877;10;0.99859197579078096;10;1;0.0001;0.99859197579078096
4001.3333333333335;0.99561383485907384;10;0.99858248357136459;10;1;0.0001;0.99858248357136459
4001.3666666666668;0.99560430870136252;10;0.99857292629560868;10;1;0.0001;0.99857292629560868
4001.4000000000001;0.99559471786005671;10;0.99856330414711414;10;1;0.0001;0.99856330414711414
4001.4333333333334;0.99558506251919077;10;0.99855361731048697;10;1;0.0001;0.99855361731048697
4001.4666666666667;0.99557534286376215;10;0.99854386597129918;10;1;0.0001;0.99854386597129918
4001.5;0.99556555907976629;10;0.99853405031612363;10;1;0.0001;0.99853405031612363
4001.5333333333333;0.99555571135416887;10;0.99852417053250608;10;1;0.0001;0.99852417053250608
4001.5666666666666;0.99554579987488567;10;0.99851422680894508;10;1;0.0001;0.99851422680894508
4001.5999999999999;0.99553582483075709;10;0.99850421933486644;10;1;0.0001;0.99850421933486644
4001.6333333333332;0.99552578641158573;10;0.99849414830066119;10;1;0.0001;0.99849414830066119
4001.6666666666665;0.99551568480810526;10;0.99848401389765384;10;1;0.0001;0.99848401389765384
4001.6999999999998;0.99550552021197303;10;0.99847381631809506;10;1;0.0001;0.99847381631809506
4001.7333333333331;0.99549529281569615;10;0.99846355575508805;10;1;0.0001;0.99846355575508805
4001.7666666666669;0.99548500281281682;10;0.99845323240277395;10;1;0.0001;0.99845323240277395
4001.8000000000002;0.995474650397706;10;0.99844284645612458;10;1;0.0001;0.99844284645612458
4001.8333333333335;0.99546423576555121;10;0.99843239811093132;10;1;0.0001;0.99843239811093132
