# Omega;omega_d;r_re_0;r_im_0;r_re_1;r_im_1;last_population_1_0;last_population_1_1;last_population_2_0;last_population_2_1;last_res_population_0;last_res_population_1
0.10000000000000001;5002.5;-0.015821319725426441;0.99993477998085833;-0.0066369787686175741;-0.91187188769439587;6.0627529719989275e-05;0.95076853675671402;0;0;0.020293317680266737;0.022951990322193871
0.14871794871794872;5002.5;-0.01590253203901959;0.99993394053544182;-0.0066482336885211879;-0.91187783562531788;0.00013405654704387484;0.95080199216354777;0;0;0.04488640780824768;0.047328038228829208
0.19743589743589746;5002.5;-0.016015495175623728;0.99993244181026353;-0.0066638611960276872;-0.9118859608841523;0.0002362300561710639;0.9508485269581447;0;0;0.079120467658113355;0.08125437415044133
0.24615384615384617;5002.5;-0.016160197085431705;0.99993020992820469;-0.0066837953488743107;-0.91189622907453771;0.00036716854971163344;0.95090810541545778;0;0;0.12300190948647492;0.12473189932266739
0.29487179487179488;5002.5;-0.01633665940668938;0.99992725848080544;-0.0067079414099522339;-0.91190861799972034;0.00052690421377047693;0.95098070768425458;0;0;0.1765389498299349;0.17776174078704474
0.34358974358974359;5002.5;-0.016544927544919208;0.99992362616864594;-0.0067361854591572179;-0.91192304908109967;0.00071546681505483623;0.95106636053675753;0;0;0.2397416272066798;0.24034521296533465
0.3923076923076923;5002.5;-0.016785064441849462;0.99991934277547456;-0.0067686250034060258;-0.91193955706371987;0.00093288112510992848;0.95116514849804268;0;0;0.3126218116002934;0.31248385345471547
0.44102564102564101;5002.5;-0.017057122839697181;0.99991440178531243;-0.0068051675849420956;-0.91195790175400704;0.0011791716238502186;0.95127718833268649;0;0;0.39519320088133136;0.39417934159638451
0.48974358974358978;5002.5;-0.017361163527090717;0.99990878655935722;-0.0068459831202678512;-0.91197807495535765;0.0014543666725458243;0.95140256610459495;0;0;0.48747132788218961;0.48543367088561268
0.53846153846153844;5002.5;-0.017697247511538894;0.99990246875951849;-0.0068912146782720285;-0.91200011532230207;0.0017584996757018813;0.95154126443663811;0;0;0.5894735642572364;0.58624916304028707
0.5871794871794872;5002.5;-0.018065440301744395;0.99989541467467757;-0.0069409503132340511;-0.91202415662161784;0.0020916086765938296;0.95169313763523067;0;0;0.70121912968219868;0.6966285025800778
0.63589743589743586;5002.5;-0.018465813086337102;0.99988758673889488;-0.0069951636048957155;-0.91205036707790688;0.0024537358211270833;0.95185798286986789;0;0;0.8227291015895124;0.81657466344339014
0.68461538461538463;5002.5;-0.018898443176269764;0.99987894389191267;-0.0070537183152195038;-0.91207885698389624;0.0028449270975993818;0.9520356852687506;0;0;0.95402642552555039;0.9460907614242362
0.73333333333333339;5002.5;-0.019363414144343505;0.99986944161399294;-0.0071164452436587311;-0.91210961803696389;0.0032652322648154299;0.95222632603199264;0;0;1.0951359262239824;1.0851799433677489
0.78205128205128205;5002.5;-0.019860815874803928;0.99985903189029179;-0.0071832400708444766;-0.91214254489055202;0.0037147048501063413;0.95243013640906893;0;0;1.2460843195172089;1.2338454302534017
0.83076923076923082;5002.5;-0.020390744580256692;0.99984766314816387;-0.0072541048106682382;-0.91217752491963244;0.0041934021656788965;0.95264730967318201;0;0;1.4069002251247595;1.3920907018117501
