# omega_2;min_population;time_for_min_population;min_fidelity;time_for_min_fidelity;max_fidelity;time_for_max_fidelity;last_fidelity
3992;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.0333333333333;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.0666666666666;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.0999999999999;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.1333333333332;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.1666666666665;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.1999999999998;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.2333333333331;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.2666666666669;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.3000000000002;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.3333333333335;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.3666666666668;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.4000000000001;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.4333333333334;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.4666666666667;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.5;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.5333333333333;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.5666666666666;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.5999999999999;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.6333333333332;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
3992.6666666666665;0.97360894604372572;10;0.97651234499522055;10;1;0.0001;0.97651234499522055
