# gamma1Internal;min_population;time_for_min_population;min_fidelity;time_for_min_fidelity;max_fidelity;time_for_max_fidelity;last_fidelity
0.00015915494309189532;0.97206524699823116;10;0.97496404248260582;10;1;0.0001;0.97496404248260582
0.00042388266510141458;0.96950298046928718;10;0.9723941350150056;10;1;0.0001;0.9723941350150056
0.00068861038711093389;0.96694746781802066;10;0.96983100156583801;10;1;0.0001;0.96983100156583801
0.0009533381091204531;0.96439869124187838;10;0.96727462427946087;10;1;0.0001;0.96727462427946087
0.0012180658311299723;0.96185663298524859;10;0.96472498534731321;10;1;0.0001;0.96472498534731321
0.0014827935531394917;0.95932127533934042;10;0.96218206700779485;10;1;0.0001;0.96218206700779485
0.0017475212751490109;0.95679260064198612;10;0.95964585154606752;10;1;0.0001;0.95964585154606752
0.0020122489971585301;0.95427059127757274;10;0.95711632129398683;10;1;0.0001;0.95711632129398683
0.0022769767191680493;0.95175522967701154;10;0.95459345863007128;10;1;0.0001;0.95459345863007128
0.0025417044411775685;0.94924649831747221;10;0.95207724597923549;10;1;0.0001;0.95207724597923549
0.0028064321631870877;0.94674437972223069;10;0.94956766581263807;10;1;0.0001;0.94956766581263807
0.0030711598851966074;0.94424885646078616;10;0.94706470064779857;10;1;0.0001;0.94706470064779857
0.0033358876072061266;0.94175991114839919;10;0.94456833304813459;10;1;0.0001;0.94456833304813459
0.0036006153292156458;0.93927752644633389;10;0.94207854562320448;10;1;0.0001;0.94207854562320448
0.003865343051225165;0.93680168506147432;10;0.93959532102832211;10;1;0.0001;0.93959532102832211
0.0041300707732346842;0.93433236974626621;10;0.93711864196449957;10;1;0.0001;0.93711864196449957
0.0043947984952442034;0.93186956329866133;10;0.93464849117839011;10;1;0.0001;0.93464849117839011
0.0046595262172537226;0.92941324856191398;10;0.93218485146208496;10;1;0.0001;0.93218485146208496
0.0049242539392632418;0.92696340842457325;10;0.92972770565310492;10;1;0.0001;0.92972770565310492
0.005188981661272761;0.92452002582018877;10;0.92727703663410599;10;1;0.0001;0.92727703663410599
0.0054537093832822802;0.92208308372739023;10;0.92483282733295824;10;1;0.0001;0.92483282733295824
0.0057184371052917994;0.91965256516960625;10;0.92239506072246435;10;1;0.0001;0.92239506072246435
0.0059831648273013186;0.9172284532150512;10;0.91996371982034642;10;1;0.0001;0.91996371982034642
